Domain;IP;Port;Time Expired;Correct CN;Signature Algorithm;Public Key Algorithm;Public Key Size;Subject CN;Subject C;Subject ST;Subject L;Subject O;Subject OU;Subject Email;Valid not after;Valid not before;Serial Number;Version;Issuer ST;Issuer C;Issuer L;Issuer O;Issuer OU;Issuer CN;
www.econsultancy.com;23.23.205.60;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;econsultancy.com;None;None;None;None;Go to https://www.thawte.com/repository/index.html;None;Oct 16 23:59:59 2015 GMT;Jul 23 00:00:00 2013 GMT;144512444258726434833824247002847279654;2;None;US;None;Thawte, Inc.;Domain Validated SSL;Thawte DV SSL CA;
www.ed.gov;74.84.219.134;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.ed.gov;US;District of Columbia;Washington;United States Department of Education;OCIO dept.;None;Jan 19 23:59:59 2014 GMT;Jan 20 00:00:00 2012 GMT;97159279428759807100911306076549287026;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.edmunds.com;81.20.66.65;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.edublogs.org;66.135.49.226;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.edublogs.org;None;None;None;None;Domain Control Validated;None;Sep 16 23:59:59 2014 GMT;Sep 16 00:00:00 2012 GMT;180882732172512787594605240394349225650;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;EssentialSSL CA;
www.egotastic.com;81.20.66.51;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.eharmony.com;204.16.73.1;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.eharmony.com;US;California;Santa Monica;eHarmony, Inc.;Operations;None;Sep  2 23:59:59 2014 GMT;Aug 17 00:00:00 2012 GMT;162512284702518111662446755872028278914;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL CA;
www.ehow.com;23.45.172.164;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;www.demandmedia.com;None;None;None;None;Domain Control Validated;None;Apr 10 23:59:59 2014 GMT;Apr 10 00:00:00 2013 GMT;146820810154865986078231359854960041711;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO SSL CA 2;
www.ehowenespanol.com;81.20.66.27;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.ekstrabladet.dk;91.214.22.64;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.ekstrabladet.dk;DK;-;Kobenhavn V;A/S Politiken Holding;Development;None;Dec  6 23:59:59 2013 GMT;Dec  7 00:00:00 2011 GMT;112599694082565857846766512453266294468;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO High-Assurance Secure Server CA;
www.elance.com;92.123.229.31;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.elance.com;US;California;Mountain View;Elance Inc;techops;None;Sep 28 23:59:59 2014 GMT;Sep 27 00:00:00 2012 GMT;139333682620965649145734729918517780617;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL CA;
www.elegantthemes.com;208.79.232.91;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.elegantthemes.com;US;California;San Francisco;Elegant Themes, Inc;HQ;None;Mar 20 06:07:02 2015 GMT;Jan 20 06:31:12 2013 GMT;20587;2;None;US;None;GeoTrust Inc;See www.geotrust.com/resources/cps (c)06;GeoTrust Extended Validation SSL CA;
www.elespectador.com;184.106.47.44;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.elespectador.com;None;None;None;None;Domain Control Validated;None;Nov 30 23:59:59 2014 GMT;Oct  8 00:00:00 2013 GMT;63510961634974567027683516972162907053;2;None;US;None;Network Solutions L.L.C.;None;Network Solutions DV Server CA;
www.elfagr.org;190.93.253.142;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl3957.cloudflare.com;US;CA;San Francisco;CloudFlare, Inc.;None;None;Jan 15 16:21:17 2018 GMT;Oct  8 17:32:08 2013 GMT;1492303567449509665352777335850147181753348;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.elkhabar.com;190.93.243.18;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;ssl2575.cloudflare.com;US;CA;San Francisco;CloudFlare, Inc.;None;None;Jun  6 13:35:26 2017 GMT;Feb 13 18:51:05 2013 GMT;1492139345730908806828971702687289150505756;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.ellechina.com;221.192.146.38;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;www.chinacache.com;CN;beijing;beijing;Beijing Blue-IT Technology Co.,Ltd.;IT Dept.;None;Nov  8 19:28:53 2013 GMT;Aug 22 15:16:45 2012 GMT;106780;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.ellislab.com;192.240.162.216;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;store.ellislab.com;None;None;None;store.ellislab.com;Domain Control Validated;None;Mar 27 15:47:22 2017 GMT;Mar 27 15:47:22 2012 GMT;1164310960113460;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.elpais.com;81.20.66.83;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.eltiempo.com;80.15.236.206;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.eltiempo.es;54.247.71.63;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.eltiempo.es;None;None;None;www.eltiempo.es;Go to https://www.thawte.com/repository/index.html;None;May  9 23:59:59 2014 GMT;May 10 00:00:00 2011 GMT;22193463860795516286936344164531461610;2;None;US;None;Thawte, Inc.;Domain Validated SSL;Thawte DV SSL CA;
www.elwatannews.com;162.13.101.121;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.el-wlid.com;174.37.196.236;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.emirates.com;23.48.224.42;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.emirates.com;AE;Dubai;Dubai;EG-IT;Emirates Group;None;Apr  2 12:58:50 2014 GMT;Apr  2 12:58:50 2013 GMT;40564819207326240179875828600481;2;None;None;None;Cybertrust Inc;None;Cybertrust Public SureServer SV CA;
www.empflix.com;77.247.179.135;443;FAIL;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;payment.empflix.com;None;None;None;payment.empflix.com;Go to https://www.thawte.com/repository/index.html;None;Dec 31 23:59:59 2012 GMT;Jan  2 00:00:00 2011 GMT;62279217575761744007483101810131353280;2;None;US;None;Thawte, Inc.;Domain Validated SSL;Thawte DV SSL CA;
www.empireavenue.com;50.56.71.179;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.empireavenue.com;CA;Alberta;Edmonton;Empire Avenue Inc;None;None;Apr 21 12:00:00 2014 GMT;Apr  4 00:00:00 2013 GMT;1642083811809087420783742754419042812;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.empowernetwork.com;209.59.190.89;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.empowernetwork.com;US;Florida;Saint Petersburg;Empower Network, LLC;Website;None;Feb 22 23:59:59 2014 GMT;Feb 22 00:00:00 2012 GMT;152686508492612509707815666031127374686;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.ennaharonline.com;188.165.15.210;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.enom.com;98.124.253.253;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.enom.com;US;Washington;Kirkland;Demand Media Inc;Terms of use at www.verisign.com/rpa (c)05;None;Oct 26 23:59:59 2015 GMT;Sep 26 00:00:00 2013 GMT;88464237065731235225739364653069042953;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.ensonhaber.com;81.22.101.10;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;1024;www.ensonhaber.com;None;None;None;None;GT32269226;None;Nov  1 19:51:28 2013 GMT;Oct 29 23:21:27 2012 GMT;586980;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.entekhab.ir;94.182.146.40;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;server.entekhab.ir;IR;Tehran;Tehran;entekhab.ir;None;None;May 12 10:51:40 2023 GMT;May 14 10:51:40 2013 GMT;11763942972169998829;2;Tehran;IR;Tehran;entekhab.ir;None;server.entekhab.ir;
www.entrepreneur.com;81.20.66.75;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.envato.com;174.129.230.199;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;*.herokuapp.com;US;California;San Francisco;Heroku, Inc.;None;None;Apr 15 12:00:00 2014 GMT;Apr 11 00:00:00 2011 GMT;8857483346833863167411143563800512015;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.en.wordpress.com;192.0.81.250;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.wordpress.com;None;None;None;*.wordpress.com;Domain Control Validated;None;Oct 14 11:29:26 2015 GMT;Oct 14 11:29:26 2010 GMT;22170996862328727;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.esmas.com;81.20.66.27;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.espncricinfo.com;81.20.66.8;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.espn.go.com;68.71.212.186;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;espn.go.com;US;Washington;Seattle;Disney Enterprises, Inc;None;None;May 24 04:17:37 2015 GMT;May 23 22:15:01 2013 GMT;1277155929;2;None;US;None;Entrust, Inc.;www.entrust.net/rpa is incorporated by reference;Entrust Certification Authority - L1C;
www.esporte.uol.com.br;81.200.64.183;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.etoro.com;91.220.30.150;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.etoro.com;CY;Limassol;Limassol;eToro (Europe) Ltd;IT;None;Jul 19 23:59:59 2014 GMT;Jul 19 00:00:00 2012 GMT;77884856811678823072708656290591239296;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.etsy.com;92.122.118.37;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.etsy.com;US;New Jersey;Secaucus;Etsy;Ops;None;Apr  4 12:55:44 2014 GMT;Apr  4 12:55:44 2013 GMT;40564819207326243075633059589027;2;None;None;None;Cybertrust Inc;None;Cybertrust Public SureServer SV CA;
www.ettoday.net;219.85.79.131;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.ettoday.net;TW;Taiwan;Taipei;Sen Information Co., Ltd.;IT;None;Oct 29 15:59:59 2014 GMT;Oct 28 06:53:18 2011 GMT;1502619441;2;None;TW;None;TAIWAN-CA.COM Inc.;SSL Certification Service Provider;TaiCA Secure CA;
www.etxt.ru;78.47.231.152;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.etxt.ru;None;None;None;None;GT37320740;None;May 30 16:58:25 2014 GMT;Apr 27 23:56:40 2013 GMT;773432;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.europa.eu;147.67.136.2;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;europa.eu;BE;Belgium;Brussels;European Commission;None;None;Mar 21 10:15:02 2015 GMT;Mar 20 10:15:02 2013 GMT;1492168181034396979525101469399427347466355;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.europapress.es;212.170.237.10;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.eurosport.com;217.212.238.67;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.eventbrite.com;184.73.240.63;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.eventbrite.com;US;CA;San Francisco;Eventbrite, Inc.;None;None;Jan  6 12:00:00 2016 GMT;Nov  7 00:00:00 2012 GMT;7363415130302906238520494860536470994;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.evernote.com;204.154.94.81;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.evernote.com;US;California;Redwood City;Evernote Corporation;Terms of use at www.verisign.com/rpa (c)05;None;Jun 24 23:59:59 2016 GMT;Jun 25 00:00:00 2013 GMT;136043261834214884795817053192673281361;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.everydayhealth.com;67.202.219.28;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.everydayhealth.com;US;New York;New York;Everyday Health Inc;Network Operations;None;Mar  1 04:24:41 2014 GMT;Feb 28 13:47:23 2012 GMT;1276923378;2;None;US;None;Entrust, Inc.;www.entrust.net/rpa is incorporated by reference;Entrust Certification Authority - L1C;
www.evite.com;74.125.34.176;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.evite.com;US;California;West Hollywood;Evite, Inc.;None;None;Mar 12 20:25:41 2014 GMT;Jan  8 15:15:42 2013 GMT;126600;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.ew.com;81.20.66.67;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.examiner.com;69.164.157.219;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.examiner.com;None;None;None;*.examiner.com;Domain Control Validated;None;Jan  8 02:29:23 2015 GMT;Jan  8 02:29:23 2012 GMT;11155981236144232;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.exoclick.com;64.111.199.222;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.exoclick.com;ES;Barcelona;Barcelona;EXOCLICK, S.L.;None;None;Oct  4 15:07:22 2014 GMT;Oct  4 15:07:22 2011 GMT;12239199177397295;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.expedia.com;23.3.147.53;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.expedia.com;US;Washington;Bellevue;Expedia;None;None;Aug  8 07:52:57 2014 GMT;Aug  5 02:06:12 2013 GMT;158707;2;None;US;None;GeoTrust, Inc.;None;GeoTrust SSL CA;
www.experienceproject.com;174.132.95.10;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.experienceproject.com;None;None;None;www.experienceproject.com;Domain Control Validated;None;Feb  4 08:59:44 2014 GMT;Dec 22 09:26:52 2011 GMT;213515929495652;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.expressen.se;81.20.66.9;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.extabit.com;85.17.148.129;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.extabit.com;None;None;None;None;GT33583150;None;Dec 12 13:35:03 2013 GMT;Dec  9 18:48:24 2012 GMT;629389;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.extra.com.br;46.33.75.65;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;1024;a248.e.akamai.net;US;MA;Cambridge;Akamai Technologies, Inc.;None;None;Dec 31 18:47:42 2013 GMT;Jul 24 17:49:01 2013 GMT;120038505;2;None;US;None;GTE Corporation;GTE CyberTrust Solutions, Inc.;GTE CyberTrust Global Root;
www.extremetracking.com;54.243.57.96;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;extremetracking.com;None;None;None;None;Go to https://www.thawte.com/repository/index.html;None;Oct 15 23:59:59 2014 GMT;Aug 16 00:00:00 2013 GMT;1457093259959595898726914576091196564;2;None;US;None;Thawte, Inc.;Domain Validated SSL;Thawte DV SSL CA;
www.ex.ua;77.120.115.184;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.ex.ua;None;None;None;www.ex.ua;Go to https://www.thawte.com/repository/index.html;None;Jun 21 23:59:59 2014 GMT;May 17 00:00:00 2012 GMT;3520158013473466762789273217145743876;2;None;US;None;Thawte, Inc.;Domain Validated SSL;Thawte DV SSL CA;
www.ezinearticles.com;98.100.226.36;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.ezinearticles.com;US;Wisconsin;De Pere;SparkNET Corporation;None;None;Sep  4 23:59:59 2014 GMT;Jul  8 00:00:00 2013 GMT;6547247560381050467376439833814235190;2;None;US;None;GeoTrust Inc.;None;GeoTrust Extended Validation SSL CA - G2;
www.eztv.it;185.19.104.80;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;4096;www.eztv.it;SE;None;None;None;None;webmaster@eztv.it;Oct 25 18:29:51 2013 GMT;Oct 25 00:58:39 2012 GMT;514570;2;None;IL;None;StartCom Ltd.;Secure Digital Certificate Signing;StartCom Class 1 Primary Intermediate Server CA;
www.fab.com;184.73.196.153;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;FAB.COM;US;New York;New York;Fab.com Inc.;Fab.com Inc.;None;May 27 23:59:59 2015 GMT;May 21 00:00:00 2013 GMT;26181153166406754467503940159664002170;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Extended Validation SSL SGC CA;
www.facebook.com;31.13.80.33;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.facebook.com;US;California;Palo Alto;Facebook, Inc.;None;None;Mar  5 23:59:59 2016 GMT;Apr 11 00:00:00 2013 GMT;68730268306676766520604077934702465286;2;None;US;None;VeriSign, Inc.;VeriSign Trust Network;VeriSign Class 3 Secure Server CA - G3;
www.facenama.com;79.127.127.5;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.fanatik.com.tr;83.66.140.44;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.fanatik.com.tr;TR;Istanbul;Sisli;Dogan Gazetecilik A.S.;Bilgi Islem;None;Nov 28 13:07:14 2013 GMT;Nov 27 13:07:14 2012 GMT;1492356974171875978787168013874235488359344;2;None;BE;None;GlobalSign nv-sa;None;GlobalSign Organization Validation CA - G2;
www.fandango.com;23.45.174.14;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.fandango.com;US;PA;Philadelphia;Comcast Corporation;Unified Communications;None;Sep 17 23:59:59 2014 GMT;Sep 17 00:00:00 2013 GMT;128766650864429231796249201477830009190;2;Greater Manchester;GB;Salford;COMODO CA Limited;None;COMODO High-Assurance Secure Server CA;
www.fanfiction.net;173.205.184.6;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.fanfiction.net;None;None;None;www.fanfiction.net;Domain Control Validated;None;Jun 20 04:41:31 2015 GMT;Jun 20 10:13:00 2012 GMT;1273269055095687;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.fanpage.it;54.243.197.99;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.fanpage.it;None;None;None;None;Domain Control Validated;None;Sep 30 09:36:46 2014 GMT;Sep 30 08:31:02 2013 GMT;12188424838489662;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.fararu.com;94.182.146.18;443;OK;FAIL;sha1WithRSAEncryption;rsaEncryption;2048;server.fararu.com;IR;Tehran;Tehran;fararu.com;None;None;May  9 22:34:40 2023 GMT;May 11 22:34:40 2013 GMT;10734628295972513684;2;Tehran;IR;Tehran;fararu.com;None;server.fararu.com;
www.fark.com;64.191.171.200;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.fark.com;US;Kentucky;Versailles;Fark, Inc;None;None;Aug 22 12:00:00 2014 GMT;Jul  5 00:00:00 2012 GMT;10454755029054774672201385029102353007;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.fastcompany.com;93.184.220.13;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.fastcompany.com;US;New York;New York City;Mansueto Ventures LLC;Fast Company Digital Development;None;Jun 11 12:00:00 2014 GMT;Jun  3 00:00:00 2013 GMT;6529651415018178819373906869307605012;2;None;US;None;DigiCert Inc;www.digicert.com;DigiCert High Assurance CA-3;
www.fatakat.com;173.192.164.252;443;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;NOT AVAILABLE;
www.fatcow.com;65.254.254.33;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;*.fatcow.com;None;None;None;None;GT80608078;None;May 13 02:02:41 2015 GMT;Mar 11 06:34:37 2013 GMT;721470;2;None;US;None;GeoTrust, Inc.;None;RapidSSL CA;
www.fatwallet.com;75.141.46.41;443;OK;OK;sha1WithRSAEncryption;rsaEncryption;2048;www.fatwallet.com;US;Wisconsin;Beloit;FATWALLET, INC.;None;None;Apr 10 20:43:21 2015 GMT;Apr 10 20:43:21 2013 GMT;11171164860665465;2;Arizona;US;Scottsdale;GoDaddy.com, Inc.;http://certificates.godaddy.com/repository;Go Daddy Secure Certification Authority;
www.fazenda.gov.br;161.148.1.43;443;OK;OK;sha256WithRSAEncryption;rsaEncryption;2048;www.fazenda.gov.br;BR;None;None;ICP-Brasil;Autoridade Certificadora SERPROACF;None;Sep  3 17:06:20 2014 GMT;Sep  3 17:24:45 2013 GMT;66711627932086749373308579417890764852;2;None;BR;None;ICP-Brasil;Servico Federal de Processamento de Dados - SERPRO;Autoridade Certificadora do SERPRO Final v3;
